rule,normalized_support
agecp >= 37.5,0.981651376146789
thalcp >= 1.5,0.908256880733945
thalcp >= 1.5 & agecp >= 37.5,0.8899082568807339
thalachcp >= 110.0,0.8807339449541285
fbscp < 0.5,0.8715596330275229
thalachcp >= 110.0 & agecp >= 37.5,0.8623853211009175
agecp >= 37.5 & fbscp < 0.5,0.8532110091743119
sexcp >= 0.5,0.8165137614678899
thalcp >= 1.5 & fbscp < 0.5,0.8073394495412844
thalachcp >= 110.0 & thalcp >= 1.5,0.8073394495412844
comcp < 1.5,0.7981651376146789
sexcp >= 0.5 & agecp >= 37.5,0.7981651376146789
thalachcp < 160.5,0.7889908256880734
thalcp >= 1.5 & agecp >= 37.5 & fbscp < 0.5,0.7889908256880734
thalachcp >= 110.0 & thalcp >= 1.5 & agecp >= 37.5,0.7889908256880734
agecp >= 37.5 & comcp < 1.5,0.7798165137614679
thalachcp >= 110.0 & fbscp < 0.5,0.7706422018348624
agecp >= 37.5 & thalachcp < 160.5,0.7706422018348624
thalachcp >= 110.0 & agecp >= 37.5 & fbscp < 0.5,0.7522935779816514
oldpeakcp >= 0.55,0.7522935779816514
oldpeakcp >= 0.55 & agecp >= 37.5,0.7431192660550459
sexcp >= 0.5 & thalcp >= 1.5,0.7247706422018348
oldpeakcp < 2.3499999999999996,0.7247706422018348
thalcp >= 1.5 & comcp < 1.5,0.7247706422018348
sexcp >= 0.5 & fbscp < 0.5,0.7247706422018348
comcp < 0.5,0.7155963302752294
sexcp >= 0.5 & thalachcp >= 110.0,0.7155963302752294
thalachcp >= 110.0 & thalcp >= 1.5 & fbscp < 0.5,0.7155963302752294
sexcp >= 0.5 & thalcp >= 1.5 & agecp >= 37.5,0.7064220183486238
comcp < 1.5 & fbscp < 0.5,0.7064220183486238
thalcp >= 1.5 & agecp >= 37.5 & comcp < 1.5,0.7064220183486238
agecp >= 37.5 & oldpeakcp < 2.3499999999999996,0.7064220183486238
sexcp >= 0.5 & agecp >= 37.5 & fbscp < 0.5,0.7064220183486238
agecp >= 37.5 & comcp < 0.5,0.6972477064220184
thalachcp >= 110.0 & thalcp >= 1.5 & agecp >= 37.5 & fbscp < 0.5,0.6972477064220184
thalcp >= 1.5 & thalachcp < 160.5,0.6972477064220184
sexcp >= 0.5 & thalachcp >= 110.0 & agecp >= 37.5,0.6972477064220184
agecp >= 37.5 & comcp < 1.5 & fbscp < 0.5,0.6880733944954128
cholcp < 272.5,0.6880733944954128
thalachcp >= 110.0 & comcp < 1.5,0.6880733944954128
thalachcp < 160.5 & fbscp < 0.5,0.6880733944954128
agecp >= 37.5 & cholcp < 272.5,0.6788990825688074
thalcp >= 1.5 & agecp >= 37.5 & thalachcp < 160.5,0.6788990825688074
thalachcp >= 110.0 & agecp >= 37.5 & comcp < 1.5,0.6697247706422018
thalachcp >= 110.0 & thalachcp < 160.5,0.6697247706422018
oldpeakcp >= 0.55 & thalcp >= 1.5,0.6697247706422018
agecp >= 37.5 & thalachcp < 160.5 & fbscp < 0.5,0.6697247706422018
oldpeakcp >= 0.55 & thalcp >= 1.5 & agecp >= 37.5,0.6605504587155964
cacp >= 0.5 & agecp >= 37.5,0.6605504587155964
sexcp >= 0.5 & thalcp >= 1.5 & fbscp < 0.5,0.6605504587155964
cacp >= 0.5,0.6605504587155964
thalcp >= 1.5 & oldpeakcp < 2.3499999999999996,0.6513761467889908
thalachcp >= 110.0 & agecp >= 37.5 & thalachcp < 160.5,0.6513761467889908
thalcp >= 1.5 & comcp < 0.5,0.6513761467889908
oldpeakcp >= 0.55 & fbscp < 0.5,0.6422018348623854
thalachcp < 160.5 & comcp < 1.5,0.6422018348623854
thalcp >= 1.5 & comcp < 1.5 & fbscp < 0.5,0.6422018348623854
oldpeakcp >= 0.55 & thalachcp >= 110.0,0.6422018348623854
oldpeakcp >= 0.55 & thalachcp < 160.5,0.6422018348623854
sexcp >= 0.5 & thalachcp < 160.5,0.6422018348623854
sexcp >= 0.5 & thalachcp >= 110.0 & thalcp >= 1.5,0.6422018348623854
sexcp >= 0.5 & thalcp >= 1.5 & agecp >= 37.5 & fbscp < 0.5,0.6422018348623854
oldpeakcp >= 0.55 & agecp >= 37.5 & fbscp < 0.5,0.6330275229357798
oldpeakcp >= 0.55 & agecp >= 37.5 & thalachcp < 160.5,0.6330275229357798
thalcp >= 1.5 & agecp >= 37.5 & comcp < 0.5,0.6330275229357798
thalcp >= 1.5 & agecp >= 37.5 & oldpeakcp < 2.3499999999999996,0.6330275229357798
thalachcp >= 110.0 & thalcp >= 1.5 & comcp < 1.5,0.6330275229357798
sexcp >= 0.5 & thalachcp >= 110.0 & fbscp < 0.5,0.6330275229357798
comcp < 0.5 & fbscp < 0.5,0.6330275229357798
oldpeakcp >= 0.55 & thalachcp >= 110.0 & agecp >= 37.5,0.6330275229357798
sexcp >= 0.5 & comcp < 1.5,0.6238532110091743
sexcp >= 0.5 & agecp >= 37.5 & thalachcp < 160.5,0.6238532110091743
agecp >= 37.5 & thalachcp < 160.5 & comcp < 1.5,0.6238532110091743
agecp >= 56.5,0.6238532110091743
thalcp >= 1.5 & thalachcp < 160.5 & fbscp < 0.5,0.6238532110091743
thalcp >= 1.5 & agecp >= 37.5 & comcp < 1.5 & fbscp < 0.5,0.6238532110091743
oldpeakcp >= 0.55 & sexcp >= 0.5,0.6238532110091743
thalachcp >= 110.0 & cholcp < 272.5,0.6238532110091743
sexcp >= 0.5 & thalachcp >= 110.0 & thalcp >= 1.5 & agecp >= 37.5,0.6238532110091743
oldpeakcp < 2.3499999999999996 & fbscp < 0.5,0.6146788990825688
sexcp >= 0.5 & thalachcp >= 110.0 & agecp >= 37.5 & fbscp < 0.5,0.6146788990825688
thalachcp >= 110.0 & oldpeakcp < 2.3499999999999996,0.6146788990825688
cholcp < 272.5 & fbscp < 0.5,0.6146788990825688
thalcp >= 1.5 & cholcp < 272.5,0.6146788990825688
cholcp >= 231.5,0.6146788990825688
thalachcp >= 110.0 & thalcp >= 1.5 & agecp >= 37.5 & comcp < 1.5,0.6146788990825688
thalachcp >= 110.0 & agecp >= 37.5 & cholcp < 272.5,0.6146788990825688
thalachcp >= 110.0 & comcp < 1.5 & fbscp < 0.5,0.6146788990825688
oldpeakcp >= 0.55 & sexcp >= 0.5 & agecp >= 37.5,0.6146788990825688
thalcp >= 2.5,0.6146788990825688
thalachcp >= 110.0 & comcp < 0.5,0.6146788990825688
agecp >= 37.5 & comcp < 0.5 & fbscp < 0.5,0.6146788990825688
cholcp >= 231.5 & agecp >= 37.5,0.6055045871559633
thalcp >= 1.5 & agecp >= 37.5 & thalachcp < 160.5 & fbscp < 0.5,0.6055045871559633
thalcp >= 1.5 & agecp >= 37.5 & cholcp < 272.5,0.6055045871559633
sexcp >= 0.5 & agecp >= 37.5 & comcp < 1.5,0.6055045871559633
agecp >= 37.5 & cholcp < 272.5 & fbscp < 0.5,0.6055045871559633
thalachcp >= 110.0 & thalcp >= 1.5 & thalachcp < 160.5,0.5963302752293578
thalachcp >= 110.0 & agecp >= 37.5 & oldpeakcp < 2.3499999999999996,0.5963302752293578
thalachcp >= 110.0 & agecp >= 37.5 & comcp < 1.5 & fbscp < 0.5,0.5963302752293578
agecp >= 37.5 & oldpeakcp < 2.3499999999999996 & fbscp < 0.5,0.5963302752293578
comcp < 0.5 & thalachcp < 160.5,0.5963302752293578
thalachcp >= 110.0 & agecp >= 37.5 & comcp < 0.5,0.5963302752293578
thalcp >= 2.5 & agecp >= 37.5,0.5963302752293578
cacp >= 0.5 & thalcp >= 1.5,0.5871559633027523
oldpeakcp >= 0.55 & thalcp >= 1.5 & fbscp < 0.5,0.5871559633027523
oldpeakcp < 2.3499999999999996 & comcp < 1.5,0.5871559633027523
cacp >= 0.5 & thalcp >= 1.5 & agecp >= 37.5,0.5871559633027523
thalachcp >= 110.0 & thalachcp < 160.5 & fbscp < 0.5,0.5871559633027523
sexcp >= 0.5 & oldpeakcp < 2.3499999999999996,0.5871559633027523
thalcp >= 1.5 & comcp < 0.5 & fbscp < 0.5,0.5779816513761468
oldpeakcp >= 0.55 & thalachcp >= 110.0 & thalcp >= 1.5,0.5779816513761468
oldpeakcp >= 0.55 & thalcp >= 1.5 & agecp >= 37.5 & fbscp < 0.5,0.5779816513761468
oldpeakcp >= 0.55 & comcp < 1.5,0.5779816513761468
thalachcp >= 110.0 & thalcp >= 1.5 & agecp >= 37.5 & thalachcp < 160.5,0.5779816513761468
agecp >= 37.5 & comcp < 0.5 & thalachcp < 160.5,0.5779816513761468
sexcp >= 0.5 & cholcp < 272.5,0.5779816513761468
sexcp >= 0.5 & thalachcp >= 110.0 & thalcp >= 1.5 & fbscp < 0.5,0.5779816513761468
thalcp >= 1.5 & thalachcp < 160.5 & comcp < 1.5,0.5688073394495413
agecp >= 56.5 & thalcp >= 1.5,0.5688073394495413
thalachcp >= 110.0 & thalcp >= 1.5 & comcp < 0.5,0.5688073394495413
oldpeakcp >= 0.55 & agecp >= 37.5 & comcp < 1.5,0.5688073394495413
thalcp >= 1.5 & oldpeakcp < 2.3499999999999996 & fbscp < 0.5,0.5688073394495413
sexcp >= 0.5 & thalachcp < 160.5 & fbscp < 0.5,0.5688073394495413
oldpeakcp >= 0.55 & thalachcp >= 110.0 & thalcp >= 1.5 & agecp >= 37.5,0.5688073394495413
thalachcp >= 110.0 & thalcp >= 1.5 & cholcp < 272.5,0.5688073394495413
thalachcp < 160.5 & comcp < 1.5 & fbscp < 0.5,0.5688073394495413
agecp >= 37.5 & oldpeakcp < 2.3499999999999996 & comcp < 1.5,0.5688073394495413
sexcp >= 0.5 & agecp >= 37.5 & cholcp < 272.5,0.5688073394495413
cholcp >= 231.5 & thalcp >= 1.5,0.5688073394495413
sexcp >= 0.5 & agecp >= 37.5 & oldpeakcp < 2.3499999999999996,0.5688073394495413
thalachcp >= 110.0 & agecp >= 37.5 & thalachcp < 160.5 & fbscp < 0.5,0.5688073394495413
thalcp >= 1.5 & cholcp < 272.5 & fbscp < 0.5,0.5688073394495413
sexcp >= 0.5 & comcp < 1.5 & fbscp < 0.5,0.5688073394495413
thalachcp >= 110.0 & cholcp < 272.5 & fbscp < 0.5,0.5596330275229358
cholcp >= 231.5 & thalcp >= 1.5 & agecp >= 37.5,0.5596330275229358
cacp >= 0.5 & sexcp >= 0.5 & agecp >= 37.5,0.5596330275229358
